Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Odisha,Dhenkanal,Parajang,Garapalasuni,OD07DHK0006,21.13217562,85.39450649,Brahmani and Baitarni,Brahmani,Nandir Jhor,Lakes/Pond,1.34993263,13499.326271305872,482.0292956768126,,NWIC,6,6,38107.0,21,352,2987,402199,07,07,BRA,BRA,WS07BRA047,,01,,,,,,,,0.0,0.0,,,,,,No,No,Yes,No,No,Yes,No,No,No,0,482.0292956768126,District Water Body Atlas
Phase 2,Odisha,Dhenkanal,Kamakshyanagar,Jagannathpur,OD07DHK0144,20.88773363,85.6399741,Brahmani and Baitarni,Brahmani,Damsal N,Lakes/Pond,2.43293035,24329.303476080073,621.8344086942336,,NWIC,144,144,38245.0,21,352,2988,402407,07,07,BRA,BRA,WS07BRA054,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,621.8344086942336,District Water Body Atlas
Phase 2,Odisha,Dhenkanal,Bhusan Steel Limited,Mangalpur,OD07DHK0175,20.854691640000002,85.27498925,Brahmani and Baitarni,Brahmani,Bauli,Lakes/Pond,1.19247671,11924.767122718104,420.54362661784415,,NWIC,175,175,38276.0,21,352,2995,402967,07,07,BRA,BRA,WS07BRA049,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,420.54362661784415,District Water Body Atlas
Phase 2,Odisha,Dhenkanal,Dhenkanal Sadar,Nathua,OD07DHK0271,20.749087099999997,85.66246527,Brahmani and Baitarni,Brahmani,Bara Jora,Lakes/Pond,1.29033058,12903.305764356019,430.10745016823756,,NWIC,271,271,38372.0,21,352,2999,403193,07,07,BRA,BRA,WS07BRA051,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,430.10745016823756,District Water Body Atlas
Phase 2,Odisha,Dhenkanal,Motunga,Barabahali,OD07DHK0280,20.74537245,85.47961535,Brahmani and Baitarni,Brahmani,Bada Jora,Lakes/Pond,1.49187816,14918.781568803355,534.2848563906857,,NWIC,280,280,38381.0,21,352,2994,402959,07,07,BRA,BRA,WS07BRA050,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,534.2848563906857,District Water Body Atlas
Phase 2,Odisha,Nuapada,Jonk,Jhitiki,OD08NPD0001,20.99143762,82.60590981,Mahanadi,Mahanadi Middle,Macha,Lakes/Pond,3.52942284,35294.22843829654,715.5719184757435,,NWIC,440,440,38543.0,21,368,3153,421623,08,08,MAM,MAM,WS08MAM026,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,715.5719184757435,District Water Body Atlas
Phase 2,Odisha,Balangir,Loisinga,Keseipali,OD08BLN0005,20.95732018,83.46636081,Mahanadi,Mahanadi Lower,Utali Jhor,Lakes/Pond,1.36830059,13683.005869638784,491.1633867443608,,NWIC,449,449,38552.0,21,345,3141,419866,08,08,MAL,MAL,WS08MAL046,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,491.1633867443608,District Water Body Atlas
Phase 2,Odisha,Nuapada,Jonk,Beltukuri,OD08NPD0011,21.01786903,82.65936742,Mahanadi,Mahanadi Middle,Macha,Lakes/Pond,1.29375142,12937.514195635793,424.0498476568265,,NWIC,459,459,38562.0,21,368,3153,421611,08,08,MAM,MAM,WS08MAM026,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,424.0498476568265,District Water Body Atlas
Phase 2,Odisha,Balangir,Tushura,Madhiapali,OD08BLN0342,20.52412493,83.53476967,Mahanadi,Mahanadi Lower,Sungarh,Lakes/Pond,1.89258255,18925.825495133144,552.2734920109614,,NWIC,977,977,39080.0,21,345,3143,420416,08,08,MAL,MAL,WS08MAL031,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,552.2734920109614,District Water Body Atlas
Phase 2,Odisha,Balangir,Patnagarh,Patnagarh Nac,OD08BLN0449,20.695571949999998,83.13214558,Mahanadi,Mahanadi Lower,Mayabati,Lakes/Pond,1.7069646,17069.64601579977,522.7937540192642,,NWIC,1125,1125,39228.0,21,345,3144,0,08,08,MAL,MAL,WS08MAL037,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,522.7937540192642,District Water Body Atlas
Phase 2,Odisha,Balangir,Tushura,Chantimunda,OD08BLN0484,20.659446720000002,83.35586851000001,Mahanadi,Mahanadi Lower,Sungarh,Lakes/Pond,1.00193206,10019.320589636987,387.57996019782144,,NWIC,1171,1171,39274.0,21,345,3143,420273,08,08,MAL,MAL,WS08MAL031,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,387.57996019782144,District Water Body Atlas
