id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,level_iii,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency
1027,1027,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.397148385405605,,28.505624682,77.1575106402,Delhi,260.55743489288864,3971.483854056048,Hydrological Layer,SAC N
1048,1048,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.281265875463222,,28.5538937957,76.9646891832,Delhi,212.5733084978818,2812.6587546322226,Hydrological Layer,SAC N
1,1,1202,,Yes,High,Inland,Man-made,Tank/Pond,Rural / Farm,2.5506398747547,,28.8178292258,77.0137409151,Delhi,607.7307423931475,25506.398747546995,Hydrological Layer,SAC N
2,2,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,1.040380636312944,,28.7832200493,77.1068270328,Delhi,418.0639228064232,10403.806363129439,Hydrological Layer,SAC N
3,3,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.377555046812192,,28.7789480656,77.1586608249,Delhi,245.9314071777634,3775.5504681219186,Hydrological Layer,SAC N
4,4,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.8742062542535,,28.7700252938,77.0126569946,Delhi,417.71576501646894,8742.062542534997,Hydrological Layer,SAC N
139,139,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.109875479560598,,28.6336658081,77.0608342228,Delhi,134.7647015882303,1098.7547956059816,Hydrological Layer,SAC N
813,813,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.642307837584708,STP,28.6554086303,77.0482045548,Delhi,353.244542979276,6423.078375847077,Hydrological Layer,SAC N
1076,1076,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Industrial,0.536312012759967,,28.5218665951,77.0739512352,Delhi,317.1721714680848,5363.120127599666,Hydrological Layer,SAC N
5,5,1202,,Yes,High,Inland,Man-made,Tank/Pond,Rural / Farm,1.521525087481926,,28.7516150591,76.9619681179,Delhi,528.8876807734388,15215.250874819261,Hydrological Layer,SAC N
528,528,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.287070433903817,,28.5308402772,76.8896939808,Delhi,214.85005947426794,2870.704339038167,Hydrological Layer,SAC N
708,708,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.211742847372118,,28.6920156671,77.1925784545,Delhi,184.2052983446455,2117.4284737211774,Hydrological Layer,SAC N
874,874,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.267857924203587,,28.6684285935,77.0365605578,Delhi,207.46699703034093,2678.5792420358684,Hydrological Layer,SAC N
709,709,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.22863925726141,,28.7121907288,77.1289632226,Delhi,200.2034317328729,2286.3925726140965,Hydrological Layer,SAC N
23,23,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.106935321912572,STP,28.6717110998,77.0487685844,Delhi,116.06939690648389,1069.3532191257218,Hydrological Layer,SAC N
35,35,1202,,No,High,Inland,Man-made,Tank/Pond,Rural / Farm,0.341160100638332,,28.7542927684,77.0063051662,Delhi,247.1386095767534,3411.601006383317,Hydrological Layer,SAC N
39,39,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.107399924452376,,28.7245641538,77.200808208,Delhi,142.7804130702538,1073.9992445237617,Hydrological Layer,SAC N
12,12,1202,Rohini Park Lake,No,High,Inland,Man-made,Tank/Pond,Urban,1.430056304330168,,28.7273726856,77.117458196,Delhi,808.9813702685058,14300.56304330168,Hydrological Layer,SAC N
13,13,1202,,No,High,Inland,Man-made,Tank/Pond,Urban,1.777858048244361,,28.7260660928,77.0259230847,Delhi,561.3337279782131,17778.580482443613,Hydrological Layer,SAC N
119,119,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.136318242694633,,28.7598943139,77.0388617457,Delhi,141.63168502663422,1363.1824269463311,Hydrological Layer,SAC N
6,6,1101,Balswa Lake,Yes,Low,Inland,Natural,Lake/Pond,Lake,43.711712558126784,,28.7439119936,77.1716720807,Delhi,3893.4756371675344,437117.1255812679,Hydrological Layer,SAC N
148,148,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.551699618607664,,28.8318939184,77.0268431703,Delhi,309.1360213456649,5516.996186076636,Hydrological Layer,SAC N
7,7,1202,,Yes,High,Inland,Man-made,Tank/Pond,Urban,6.1112711736564,,28.7388778738,77.0355192815,Delhi,1285.3091401873874,61112.711736564,Hydrological Layer,SAC N
8,8,1202,,Yes,High,Inland,Man-made,Tank/Pond,Urban,2.825020751816889,,28.734045664,77.2170148637,Delhi,744.0949159990776,28250.207518168885,Hydrological Layer,SAC N
9,9,1202,,Yes,High,Inland,Man-made,Tank/Pond,Rural / Farm,0.909618908183074,,28.8267377107,77.211013203,Delhi,500.6687543347877,9096.18908183074,Hydrological Layer,SAC N
10,10,1202,,No,High,Inland,Man-made,Tank/Pond,Rural / Farm,0.374802762877559,,28.8282605665,77.1519234289,Delhi,244.7572368649702,3748.0276287755905,Hydrological Layer,SAC N
11,11,1202,,No,High,Inland,Man-made,Tank/Pond,Urban,1.283561468984031,,28.5151830611,77.1707123763,Delhi,658.4429613686123,12835.614689840306,Hydrological Layer,SAC N
14,14,1202,Rohini Park Lake,No,High,Inland,Man-made,Tank/Pond,Urban,1.432202014468448,,28.7184452282,77.1189204729,Delhi,760.8322480511189,14322.020144684479,Hydrological Layer,SAC N
15,15,1101,Sardar Patel Lake,Yes,Low,Inland,Natural,Lake/Pond,Pond,1.701745583801125,,28.7160907222,77.0751671119,Delhi,538.6104874063674,17017.45583801125,Hydrological Layer,SAC N
16,16,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.940282555398123,,28.5129304193,76.9150630868,Delhi,409.8184421198368,9402.825553981225,Hydrological Layer,SAC N
17,17,1203,,No,Moderate,Inland,Man-made,Waterlogged,,1.221051072660407,,28.8112072983,77.0889187927,Delhi,544.5295243202478,12210.510726604074,Hydrological Layer,SAC N
18,18,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.153467027214811,,28.8085105091,77.1769964554,Delhi,144.23544140046045,1534.6702721481065,Hydrological Layer,SAC N
19,19,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.295203081859294,,28.783471227,77.1441148939,Delhi,234.29939653077201,2952.0308185929357,Hydrological Layer,SAC N
20,20,1203,,No,Moderate,Inland,Man-made,Waterlogged,,6.194255259695618,,28.6485741311,77.0101521259,Delhi,1036.5323330943993,61942.55259695618,Hydrological Layer,SAC N
21,21,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.192541093037987,,28.6551009268,77.0193530032,Delhi,161.84670018765178,1925.4109303798662,Hydrological Layer,SAC N
22,22,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.153869243324141,,28.6569407636,77.0215840892,Delhi,154.27941233028398,1538.6924332414126,Hydrological Layer,SAC N
24,24,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.115237696127446,STP,28.5649118205,77.2744725014,Delhi,120.49094786890154,1152.3769612744595,Hydrological Layer,SAC N
50,50,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.131022024617327,,28.4928524389,77.3266360058,Delhi,149.22530256610017,1310.2202461732695,Hydrological Layer,SAC N
25,25,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.107046994340168,STP,28.5644028395,77.2745021122,Delhi,116.1299866535075,1070.4699434016784,Hydrological Layer,SAC N
26,26,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.688665649008013,,28.7609412086,77.0758767787,Delhi,445.9401729268185,6886.656490080133,Hydrological Layer,SAC N
27,27,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.28310246427876,,28.8200267511,77.1793265541,Delhi,213.40964858301763,2831.0246427876027,Hydrological Layer,SAC N
28,28,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.286250679224643,,28.8211079552,77.1793484365,Delhi,214.50552829978386,2862.5067922464305,Hydrological Layer,SAC N
29,29,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.532310159100354,,28.69011127,77.0038033141,Delhi,285.75934951099475,5323.101591003538,Hydrological Layer,SAC N
30,30,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.133512348996465,,28.6083898437,77.1132696004,Delhi,173.48901554514808,1335.1234899646506,Hydrological Layer,SAC N
31,31,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.310737761589815,,28.7691705438,77.0114632003,Delhi,287.09597533313166,3107.3776158981473,Hydrological Layer,SAC N
32,32,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.433234175674451,,28.7710653474,77.0129571682,Delhi,268.75793801344844,4332.341756744515,Hydrological Layer,SAC N
33,33,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.388997053264118,,28.6601986773,76.9993513492,Delhi,250.8426776751615,3889.970532641178,Hydrological Layer,SAC N
34,34,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.347940480958496,,28.7567507062,77.0244096838,Delhi,236.1437069382497,3479.4048095849607,Hydrological Layer,SAC N
36,36,1101,Naini Lake,Yes,Low,Inland,Natural,Lake/Pond,Pond,2.288709178975607,,28.7072403875,77.1945801511,Delhi,670.4420734123358,22887.091789756065,Hydrological Layer,SAC N
37,37,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,2.141177184722135,,28.7046295613,77.0217691719,Delhi,566.822278428192,21411.771847221353,Hydrological Layer,SAC N
38,38,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.190267148503577,,28.7244574516,77.2002362103,Delhi,174.6701251831006,1902.671485035773,Hydrological Layer,SAC N
54,54,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.192882883600479,,28.7432128683,77.177718268,Delhi,208.21779295319973,1928.8288360047882,Hydrological Layer,SAC N
147,147,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.187481366772546,,28.8071128726,77.0100516601,Delhi,172.45300190691805,1874.813667725463,Hydrological Layer,SAC N
40,40,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.875726283579007,,28.6945336394,76.9984824151,Delhi,381.80027577782687,8757.262835790068,Hydrological Layer,SAC N
41,41,1105,,No,Moderate,Inland,Natural,Waterlogged,,1.224259983885952,,28.6553469593,77.2501819718,Delhi,777.7246777228686,12242.599838859518,Hydrological Layer,SAC N
42,42,1203,,No,Moderate,Inland,Man-made,Waterlogged,,8.2779483704254,,28.6535360803,77.0069202353,Delhi,1207.3401197108815,82779.483704254,Hydrological Layer,SAC N
43,43,1203,,No,Moderate,Inland,Man-made,Waterlogged,,2.864965841783705,,28.7045757253,77.318540799,Delhi,932.3513292042899,28649.65841783705,Hydrological Layer,SAC N
51,51,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.329370533448407,,28.5188807604,76.8961264337,Delhi,216.38284492400078,3293.705334484069,Hydrological Layer,SAC N
52,52,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.244530368770114,,28.8039080026,77.1009723158,Delhi,293.9945042780392,2445.303687701139,Hydrological Layer,SAC N
53,53,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.211651350126777,,28.8181970039,77.0592049605,Delhi,174.36004429892245,2116.5135012677674,Hydrological Layer,SAC N
206,206,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.169143843991562,,28.7547331267,77.0083171343,Delhi,158.82393634446277,1691.4384399156168,Hydrological Layer,SAC N
55,55,1203,,No,Moderate,Inland,Man-made,Waterlogged,,1.048552646468967,,28.7399742609,77.1771201625,Delhi,419.30159466485634,10485.526464689665,Hydrological Layer,SAC N
56,56,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.103859012619213,STP,28.7150040131,77.2301803157,Delhi,114.3876748206923,1038.5901261921283,Hydrological Layer,SAC N
57,57,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.105876374173969,STP,28.6716901527,77.0493637198,Delhi,115.4932672036924,1058.7637417396934,Hydrological Layer,SAC N
58,58,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.110111186573449,STP,28.6707204108,77.0487628396,Delhi,117.78035491323415,1101.1118657344896,Hydrological Layer,SAC N
175,175,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.138579596616483,,28.7902796928,77.0738470626,Delhi,142.54462930103338,1385.7959661648342,Hydrological Layer,SAC N
44,44,1101,Sanjay Lake,Yes,Low,Inland,Natural,Lake/Pond,Pond,15.23571081259753,,28.6146247349,77.3037527963,Delhi,2892.691605222161,152357.1081259753,Hydrological Layer,SAC N
45,45,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,4.447481316816723,,28.5548207427,77.1919049056,Delhi,1123.8880407830993,44474.81316816723,Hydrological Layer,SAC N
46,46,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,2.964186857368001,STP (GT Done),28.7974401121,77.0751851633,Delhi,698.0071132640312,29641.868573680014,Hydrological Layer,SAC N
47,47,9999,,NA,NA,NA,NA,NA,,4.592379076211119,,28.7758426181,77.2117796395,Delhi,1729.0687150152337,45923.79076211119,Hydrological Layer,SAC N
48,48,9999,,NA,NA,NA,NA,NA,,10.470390467527103,,28.7713983317,77.2179383442,Delhi,1897.7731478377398,104703.90467527103,Hydrological Layer,SAC N
49,49,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.193693517550122,,28.4923045063,77.3242295478,Delhi,167.55194287657758,1936.9351755012156,Hydrological Layer,SAC N
70,70,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.83507615220536,,28.7123020588,77.0513559138,Delhi,385.53742046791814,8350.761522053597,Hydrological Layer,SAC N
59,59,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.128110343339407,STP,28.6706996689,77.0493444386,Delhi,127.04255950269122,1281.1034333940675,Hydrological Layer,SAC N
60,60,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.103591591705845,,28.6770426914,77.0375502525,Delhi,139.02870260714516,1035.915917058446,Hydrological Layer,SAC N
61,61,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.739163389546232,,28.6363013057,77.3210894893,Delhi,325.1253227575287,7391.633895462323,Hydrological Layer,SAC N
62,62,1101,Sanjay Lake,Yes,Moderate,Inland,Natural,Lake/Pond,Pond,3.381410295460824,,28.6155617364,77.2924057184,Delhi,1200.0473862888239,33814.10295460824,Hydrological Layer,SAC N
63,63,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.119021489533077,,28.5936812816,77.2601728105,Delhi,132.43528088797086,1190.2148953307717,Hydrological Layer,SAC N
64,64,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Industrial,0.180725616889184,,28.5096589684,77.3099311643,Delhi,150.89227108913374,1807.2561688918352,Hydrological Layer,SAC N
105,105,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.253617972239386,,28.8167673036,76.975671795,Delhi,209.00090442513115,2536.1797223938647,Hydrological Layer,SAC N
65,65,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.163888666465654,,28.5798227238,77.2066467343,Delhi,184.89638632351665,1638.8866646565414,Hydrological Layer,SAC N
66,66,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.280265681509268,,28.8205590527,77.1793370249,Delhi,212.0867331013254,2802.656815092684,Hydrological Layer,SAC N
85,85,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,1.142316128988937,,28.8227480445,76.9904374767,Delhi,458.9618705513163,11423.161289889365,Hydrological Layer,SAC N
67,67,1203,,No,Moderate,Inland,Man-made,Waterlogged,,5.658854052020652,,28.6678962474,77.0039121487,Delhi,968.8910306234707,56588.540520206516,Hydrological Layer,SAC N
68,68,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.199943304791279,,28.522281027,77.2655452362,Delhi,195.75793431253874,1999.4330479127882,Hydrological Layer,SAC N
69,69,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,1.231343643010659,STP,28.72570089,77.1031422112,Delhi,530.8873381655765,12313.436430106589,Hydrological Layer,SAC N
71,71,1105,,No,Moderate,Inland,Natural,Waterlogged,,1.807073580433506,,28.5187538706,77.2742793397,Delhi,796.4740998100816,18070.73580433506,Hydrological Layer,SAC N
72,72,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,1.766948627424991,,28.7240146315,77.1143463676,Delhi,600.9988290662546,17669.486274249906,Hydrological Layer,SAC N
73,73,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.36636985776799,,28.5321311487,76.8897694997,Delhi,251.78497186743846,3663.6985776799015,Hydrological Layer,SAC N
74,74,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,4.323462922994484,STP,28.7271274236,77.1013599171,Delhi,853.4753572116747,43234.62922994484,Hydrological Layer,SAC N
75,75,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.847259679765222,,28.6928392561,76.9973896207,Delhi,380.64498913526245,8472.596797652222,Hydrological Layer,SAC N
104,104,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.452459480875572,,28.7440953252,77.1866960201,Delhi,300.4937781198152,4524.5948087557235,Hydrological Layer,SAC N
76,76,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,2.318383253346376,,28.6290478623,77.249743533,Delhi,834.516829145889,23183.832533463763,Hydrological Layer,SAC N
121,121,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.569890625499758,,28.6600193274,77.0000867195,Delhi,331.6609068275139,5698.906254997584,Hydrological Layer,SAC N
122,122,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.335445422388023,,28.661294659,76.9965997961,Delhi,231.2075248949244,3354.454223880228,Hydrological Layer,SAC N
123,123,1202,,No,High,Inland,Man-made,Tank/Pond,Industrial,0.824198299435434,"Delhi Jal Board, Sonia Vihar Water Treatment Plant",28.7099467122,77.2465976885,Delhi,411.3370195542327,8241.982994354343,Hydrological Layer,SAC N
86,86,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,1.000514701179427,,28.7645175002,77.1305862824,Delhi,411.48390382108624,10005.147011794274,Hydrological Layer,SAC N
96,96,1101,Sarovar,Yes,Moderate,Inland,Natural,Lake/Pond,Pond,0.406317906480378,,28.6761278747,77.277588519,Delhi,380.9603600173973,4063.1790648037822,Hydrological Layer,SAC N
290,290,1205,,No,Moderate,Inland,Man-made,Aquaculture Pond,,0.554802812909077,,28.5178005978,76.9141023034,Delhi,312.8877249808239,5548.028129090771,Hydrological Layer,SAC N
77,77,1201,,Yes,Moderate,Inland,Man-made,Reservoir/Barrage,Reservoir,129.52659323112334,,28.5608913896,77.299302935,Delhi,9337.671576317225,1295265.9323112334,Hydrological Layer,SAC N
78,78,9999,,NA,NA,NA,NA,NA,,3.191819632371593,,28.7574230106,77.2313179537,Delhi,991.4343643366994,31918.19632371593,Hydrological Layer,SAC N
79,79,9999,,NA,NA,NA,NA,NA,,4.171162749835164,,28.7509441841,77.2270742898,Delhi,1242.9133015955974,41711.62749835165,Hydrological Layer,SAC N
80,80,9999,,NA,NA,NA,NA,NA,,4.226968087418406,,28.7500054861,77.2283124286,Delhi,1181.3716082039768,42269.680874184065,Hydrological Layer,SAC N
81,81,9999,,NA,NA,NA,NA,NA,,2.9326379361999,,28.6748093935,77.2335098111,Delhi,923.5893446491655,29326.379361999,Hydrological Layer,SAC N
82,82,9999,,NA,NA,NA,NA,NA,,2.543928617646525,,28.6645365529,77.2411502571,Delhi,995.7515493136603,25439.286176465248,Hydrological Layer,SAC N
83,83,9999,,NA,NA,NA,NA,NA,,2.319037550171645,,28.6595460817,77.2551963994,Delhi,764.1033973538813,23190.375501716455,Hydrological Layer,SAC N
84,84,9999,,NA,NA,NA,NA,NA,,16.553092639691393,,28.6230445239,77.2564713479,Delhi,1921.987512928257,165530.92639691394,Hydrological Layer,SAC N
87,87,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.4145707824221,,28.818411798,76.9964277118,Delhi,267.6233521069054,4145.7078242209955,Hydrological Layer,SAC N
88,88,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.270981599370567,,28.8207778054,76.9989280288,Delhi,204.16179235459552,2709.815993705666,Hydrological Layer,SAC N
89,89,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.130028393735771,,28.5153322773,76.9007375294,Delhi,163.44104804089318,1300.2839373577117,Hydrological Layer,SAC N
90,90,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.436059660612183,,28.5221083493,76.9636350261,Delhi,278.87222214104355,4360.596606121829,Hydrological Layer,SAC N
91,91,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.340303368099616,,28.5222585724,77.0005816245,Delhi,236.5469341212746,3403.0336809961645,Hydrological Layer,SAC N
92,92,1203,,No,Moderate,Inland,Man-made,Waterlogged,,0.240746574440287,,28.7562270383,77.1959055992,Delhi,193.68725430424354,2407.4657444028744,Hydrological Layer,SAC N
93,93,1105,,No,Moderate,Inland,Natural,Waterlogged,,1.702931543412145,,28.7347782741,77.2419831688,Delhi,1019.1169910301501,17029.315434121454,Hydrological Layer,SAC N
