Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Tamil Nadu,Salem,Edappadi,Konasamudram,TN05SLM0129,11.62116881,77.89679704,Cauvery,Cauvery Middle,Sarabhanga,Lakes/Pond,14.72742667,147274.2666631736,2114.1533839288627,,NWIC,3395,3395,28456.0,33,584,5738,633901,05,05,CAM,CAM,WS05CAM051,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,Yes,Yes,0,2114.1533839288627,District Water Body Atlas
Phase 2,Tamil Nadu,Vellore,Katpadi,Madandakuppam,TN17VEL0153,13.11629606,79.23862100000001,East flowing rivers between Pennar and Kanyakumari,Palar and other,Ponnai,Lakes/Pond,9.35436307,93543.63068592381,1311.8549843219032,,NWIC,4,4,24712.0,33,595,5713,630374,17,17,PAL,PAL,WS17PAL017,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,No,No,No,No,No,No,Yes,0,1311.8549843219032,District Water Body Atlas
Phase 2,Tamil Nadu,Dindigul,Nilakkottai,Viruveedu,TN17DIN0264,10.07001706,77.75392476,East flowing rivers between Pennar and Kanyakumari,Vaigai and others,Talaiyar,Lakes/Pond,11.31859346,113185.93462160698,1355.7312750572523,,NWIC,40,40,24748.0,33,572,5767,635488,17,17,VGO,VGO,WS17VGO006,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1355.7312750572523,District Water Body Atlas
Phase 2,Tamil Nadu,Thanjavur,Thanjavur,Melavelithottam,TN05TJV0889,10.78691473,79.12165093,Cauvery,Cauvery Lower,Mudalampatti,Lakes/Pond,1.87493346,18749.334610744467,546.4616628818414,,NWIC,1726,1726,26739.0,33,586,5814,638800,05,05,CAL,CAL,WS05CAL019,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,546.4616628818414,District Water Body Atlas
Phase 2,Tamil Nadu,Thanjavur,Pattukkottai,Vikkiramam,TN05TJV0965,10.47259917,79.41355121,Cauvery,Cauvery Lower,Kannanar,Lakes/Pond,1.62705944,16270.5944077723,490.9455919804369,,NWIC,3029,3029,28042.0,33,586,5816,639014,05,05,CAL,CAL,WS05CAL021,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,490.9455919804369,District Water Body Atlas
Phase 2,Tamil Nadu,Thanjavur,Kumbakonam,Thirucherai,TN05TJV1116,10.87964795,79.45156394,Cauvery,Cauvery Lower,Puttar Or Puravadaiyanar,Lakes/Pond,1.34224711,13422.47108240368,475.9108166589865,,NWIC,3147,3147,28160.0,33,586,5811,638570,05,05,CAL,CAL,WS05CAL027,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,475.9108166589865,District Water Body Atlas
Phase 2,Tamil Nadu,Vellore,Gudiyatham,Pakkam,TN17VEL0016,12.981382020000002,78.87362354,East flowing rivers between Pennar and Kanyakumari,Palar and other,Kaundinya,Lakes/Pond,60.37147815,603714.7815347345,3356.086954167763,,NWIC,3398,3398,28463.0,33,595,5712,630291,17,17,PAL,PAL,WS17PAL012,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,3356.086954167763,District Water Body Atlas
Phase 2,Tamil Nadu,Dindigul,Palani,Amarapoondi,TN05DIN1326,10.50839756,77.54910097,Cauvery,Cauvery Middle,Amaravati,Lakes/Pond,1.25129102,12512.910219226493,485.70511099705334,,NWIC,3561,3561,28676.0,33,572,5760,635149,05,05,CAM,CAM,WS05CAM074,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,0,485.70511099705334,District Water Body Atlas
Phase 2,Tamil Nadu,Thanjavur,Pattukkottai,Madukkur,TN05TJV1122,10.49136202,79.42396832,Cauvery,Cauvery Lower,Kannanar,Lakes/Pond,1.33835133,13383.51330888156,433.2326606913229,,NWIC,3933,3933,29110.0,33,586,5816,639007,05,05,CAL,CAL,WS05CAL021,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,433.2326606913229,District Water Body Atlas
Phase 2,Tamil Nadu,Perambalur,Kunnam,Labbaikudikadu Tp,TN17PRM0471,11.385647520000001,79.02709065,East flowing rivers between Pennar and Kanyakumari,Ponnaiyar and other,Chinnar,Lakes/Pond,1.03786401,10378.640092008533,381.11803232534646,,NWIC,4216,4216,29438.0,33,581,5976,0,17,17,PON,PON,WS17PON029,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,Yes,0,381.11803232534646,District Water Body Atlas
