Dist_Name,State_Name,DFSI,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration
Godda,Jharkhand,11.1329118351489,0.351053647,0.042063828,0.308989819,16,0,1541633,5.0
Golaghat,Assam,16.50027274094674,13.18454925,1.593594635,11.59095462,83,5,1310870,9.0
Gomati,Tripura,11.77133230588312,2.520489489,0.002801781,2.517687708,10,1,559331,4.0
Gonda,Uttar Pradesh,16.927312735081465,2.9367264,0.067902889,2.868823511,196,4,4066976,15.0
Gondiya,Maharashtra,13.257668751528763,1.020830235,0.911616345,0.10921389,35,10,1579976,5.0
Gopalganj,Bihar,16.76771702942539,5.900053501,0.432458286,5.467595215,129,10,2913408,24.0
Gorakhpur,Uttar Pradesh,18.30257560143651,10.44474452,0.35299449,10.09175003,312,11,5059142,18.0
Gumla,Jharkhand,11.057680028059243,0.738034735,0.061045269,0.676989466,8,0,1266667,4.0
Guna,Madhya Pradesh,13.740949040317725,0.595168951,0.137757934,0.457411017,63,2,1461635,6.0
Guntur,Andhra Pradesh,18.83206907033492,10.2423074,0.999528068,9.242779332,188,108,5374652,8.0
Gurdaspur,Punjab,15.565982611007676,8.104089132,0.113656362,7.99043277,92,3,1740157,6.0
Gurugram,Haryana,11.613218485059855,1.190106782,0.025213178,1.164893604,9,0,2517256,7.0
Gwalior,Madhya Pradesh,13.086771542139497,0.637436542,0.480315571,0.157120971,46,2,2515503,5.0
Hailakandi,Assam,15.767161467507034,17.39218508,0.052376525,17.33980856,73,6,765445,9.0
Hamirpur,Uttar Pradesh,17.536827590186714,0.722347337,0.097059815,0.625287522,219,20,502514,10.0
Hamirpur,Uttar Pradesh,17.140789966571763,0.722347337,0.097059815,0.625287522,219,20,502514,10.0
Hamirpur,Himachal Pradesh,16.006186764037174,0.722347337,0.097059815,0.625287522,219,20,502514,10.0
Hamirpur,Himachal Pradesh,15.610149140422228,0.722347337,0.097059815,0.625287522,219,20,502514,10.0
Hamirpur,Uttar Pradesh,17.536827590186714,6.709509044,0.665130154,6.04437889,219,20,502514,10.0
Hamirpur,Uttar Pradesh,17.140789966571763,6.709509044,0.665130154,6.04437889,219,20,502514,10.0
Hamirpur,Himachal Pradesh,16.006186764037174,6.709509044,0.665130154,6.04437889,219,20,502514,10.0
Hamirpur,Himachal Pradesh,15.610149140422228,6.709509044,0.665130154,6.04437889,219,20,502514,10.0
Hamirpur,Uttar Pradesh,17.536827590186714,0.722347337,0.097059815,0.625287522,219,20,1250794,10.0
Hamirpur,Uttar Pradesh,17.140789966571763,0.722347337,0.097059815,0.625287522,219,20,1250794,10.0
Hamirpur,Himachal Pradesh,16.006186764037174,0.722347337,0.097059815,0.625287522,219,20,1250794,10.0
Hamirpur,Himachal Pradesh,15.610149140422228,0.722347337,0.097059815,0.625287522,219,20,1250794,10.0
Hamirpur,Uttar Pradesh,17.536827590186714,6.709509044,0.665130154,6.04437889,219,20,1250794,10.0
Hamirpur,Uttar Pradesh,17.140789966571763,6.709509044,0.665130154,6.04437889,219,20,1250794,10.0
Hamirpur,Himachal Pradesh,16.006186764037174,6.709509044,0.665130154,6.04437889,219,20,1250794,10.0
Hamirpur,Himachal Pradesh,15.610149140422228,6.709509044,0.665130154,6.04437889,219,20,1250794,10.0
Hanumangarh,Rajasthan,12.891351268862383,3.719727987,0.012851681,3.706876306,12,0,2002775,7.0
Hapur,Uttar Pradesh,13.946634127067115,1.533241589,0.006144137,1.527097452,58,1,1831968,28.0
Harda,Madhya Pradesh,11.890187891324528,1.414901297,0.286810929,1.128090368,9,3,669689,6.0
Hardoi,Uttar Pradesh,16.246358522053228,4.375049349,0.028511914,4.346537435,77,3,4789431,16.0
Hardwar,Uttarakhand,12.275895813177405,2.049997612,0.174571933,1.875425679,15,0,2449262,6.0
Hassan,Karnataka,14.452359136779716,0.65942209,0.611212696,0.048209394,61,28,1843387,9.0
Hathras,Uttar Pradesh,13.565689697624794,1.329597887,0.0,1.329597887,46,0,1789810,27.0
Haveri,Karnataka,14.846701945959106,1.243636673,0.202049296,1.041587377,67,4,1601523,13.0
Hazaribagh,Jharkhand,8.551359145646899,0.550169328,0.473117617,0.077051711,1,1,2130620,1.0
Hingoli,Maharashtra,11.971959816564476,1.332394248,1.334570744,0.002176496,82,5,1419813,4.0
Hisar,Haryana,14.841568140078657,4.240875674,0.000529024,4.24034665,54,3,1943429,8.0
Hojai,Assam,14.688703399179165,5.264427439,0.109771283,5.154656156,57,1,1112181,10.0
Hooghly,West Bengal,17.48618759234521,9.728119034,0.332437756,9.395681278,175,18,5689338,10.0
Hoshangabad,Madhya Pradesh,13.706241370677152,2.346467017,0.970690301,1.375776716,53,0,1371450,5.0
Hoshiarpur,Punjab,14.345076149771591,1.124097105,0.108432652,1.015664453,77,1,1743086,7.0
Howrah,West Bengal,16.963762846672328,22.79593904,3.23081923,19.56511981,170,8,4370011,9.0
Hyderabad,Telangana,10.461370494449875,0.522269753,0.52199262,0.000277133,101,4,3345250,7.0
Idukki,Kerala,14.830320339480933,0.789197649,0.784504282,0.004693367,275,71,1048101,4.0
Imphal East,Manipur,10.245482380946884,11.82536756,0.032628883,11.79273868,2,0,434974,5.0
Imphal West,Manipur,9.824765631403093,3.366895401,0.042914083,3.323981318,2,0,589610,5.0
Indore,Madhya Pradesh,14.276474793430763,0.351694942,0.088367293,0.263327649,57,6,4193901,5.0
Jabalpur,Madhya Pradesh,14.46779199915463,1.701345896,1.091398785,0.609947111,54,6,2843254,5.0
Jagatsinghapur,Odisha,12.26514761315928,3.152171799,3.230232986,0.078061187,44,0,1268480,31.0
Jagitial,Telangana,9.679544393631508,1.696878929,0.394204469,1.30267446,1,0,1063443,14.0
Jaipur,Rajasthan,16.921200252666964,0.300794996,0.001876113,0.298918883,190,14,8193632,12.0
Jaisalmer,Rajasthan,15.080382269472423,0.490864938,0.007376732,0.483488206,64,14,848518,7.0
Jajapur,Odisha,14.634660263004424,12.17977255,0.632633041,11.54713951,33,0,2048302,30.0
Jalandhar,Punjab,16.12634939775498,5.423173348,0.0,5.423173348,56,39,2446748,6.0
Jalaun,Uttar Pradesh,16.4785904772343,5.196857221,0.392709551,4.80414767,145,6,1897451,22.0
Jalgaon,Maharashtra,16.203766218047182,1.523114248,0.504330321,1.018783927,75,26,4760079,3.0
Jalna,Maharashtra,14.992897194017871,0.710994286,0.649960977,0.061033309,157,13,2330103,5.0
Jalor,Rajasthan,15.941008821581091,1.350286581,0.005874951,1.34441163,113,4,2252706,25.0
Jalpaiguri,West Bengal,18.00303602720487,4.914165317,0.3463879,4.567777417,366,20,2766173,17.0
Jammu,Jammu & Kashmir,17.046325534618752,2.064462057,0.475037449,1.589424608,274,80,1766664,5.0
Jamnagar,Gujarat,13.855960916031115,0.665233515,0.663125755,0.00210776,236,8,1509267,20.0
Jamtara,Jharkhand,9.108846380469975,1.614168247,0.953600878,0.660567369,1,0,923311,6.0
Jamui,Bihar,14.080780697205766,0.5711396,0.157890825,0.413248775,80,0,2203798,29.0
Jangoan,Telangana,8.296947751656099,0.433243486,0.315476097,0.117767389,1,0,609289,14.0
Janjgir - Champa,Chhattisgarh,10.791229865876428,2.305607554,0.376710728,1.928896826,2,2,2018726,2.0
Jashpur,Chhattisgarh,9.061379751377704,0.612002702,0.04317362,0.568829082,2,0,942821,1.0
Jaunpur,Uttar Pradesh,16.67693934713436,4.255610411,0.012266083,4.243344328,200,1,4985265,19.0
Jayashankar,Telangana,11.63604258574657,5.683848444,0.464301349,5.219547095,4,1,423171,18.0
Jehanabad,Bihar,14.842210309592142,10.28041514,0.001189369,10.27922577,87,0,1409612,27.0
Jhabua,Madhya Pradesh,10.24113162541924,0.409073564,0.130395664,0.2786779,3,0,1290473,7.0
Jhajjar,Haryana,10.71628017524838,1.433630243,0.004170675,1.429459568,4,0,999200,7.0
Jhalawar,Rajasthan,14.608564014472394,1.321031828,0.380898218,0.94013361,35,6,1669164,17.0
Jhansi,Uttar Pradesh,15.684866276313064,2.23315222,0.409255286,1.823896934,127,3,2198410,27.0
Jhargram,West Bengal,7.851960065827975,1.847517048,0.072751655,1.774765393,0,0,1247343,7.0
Jharsuguda,Odisha,12.322353113292673,2.936283719,3.100195768,0.163912049,44,0,621362,31.0
Jhunjhunun,Rajasthan,12.688618436513297,0.337331328,0.000184082,0.337147246,22,2,2449782,6.0
Jind,Haryana,13.731396627652702,1.133905451,0.0,1.133905451,31,6,1489426,6.0
Jiribam,Manipur,7.702555124846091,5.343630309,0.111022838,5.232607471,0,0,56027,7.0
Jodhpur,Rajasthan,16.68515856127328,0.356570143,0.004713804,0.351856339,154,9,4624883,13.0
Jogulamba Gadwal,Telangana,10.137668799539624,2.863639705,1.45893785,1.404701855,1,0,677578,34.0
Jorhat,Assam,16.78312101435033,7.736947443,1.082349707,6.654597736,205,4,1037431,13.0
Junagadh,Gujarat,16.930629004549242,1.288798667,0.096341257,1.19245741,272,12,1644700,16.0
Kabeerdham,Chhattisgarh,8.3867421635168,0.818669924,0.253989706,0.564680218,0,0,1131600,2.0
Kachchh,Gujarat,17.66899887709203,12.67467755,9.585998161,3.088679389,123,10,2654359,24.0
Kaimur (Bhabua),Bihar,14.971136972647972,2.869921368,0.262638721,2.607282647,88,0,1966164,27.0
Kaithal,Haryana,13.45663716226992,3.116757085,0.00046637,3.116290715,30,3,1238219,6.0
Kakching,Manipur,7.928141727053354,3.624802358,0.104413907,3.520388451,0,0,180789,7.0
Kalaburagi,Karnataka,16.27130403580589,1.1108725,0.548079914,0.562792586,112,16,2925453,8.0
Kalahandi,Odisha,14.95201812997386,0.969360733,0.57131064,0.398050093,149,0,1864838,22.0
Kalimpong,West Bengal,9.916650213959274,1.209230259,0.250831636,0.958398623,12,0,214033,6.0
Kallakurichi,Tamil Nadu,13.373623675453258,1.726935239,0.016931089,1.71000415,20,4,1575629,10.0
Kamareddy,Telangana,11.365235920129477,1.880129371,0.928824065,0.951305306,6,1,1051890,20.0
Kamjong,Manipur,7.479566995010197,0.610853038,0.129302233,0.481550805,0,0,61519,7.0
Kamle,Arunachal Pradesh,9.357481439682791,2.140222737,0.304270955,1.835951782,3,1,25202,5.0
Kamrup,Assam,17.51092316732499,10.03897902,1.476174408,8.562804612,181,13,1546068,8.0
Kamrup Metropolitan,Assam,12.092662660538268,14.80454405,1.622970103,13.18157395,7,2,1437551,1.0
Kancheepuram,Tamil Nadu,13.470096546622718,2.694220448,0.935998334,1.758222114,28,6,1542112,6.0
Kandhamal,Odisha,14.724730115877072,0.573783436,0.032063654,0.541719782,142,0,832740,26.0
Kangpokpi,Manipur,8.00393638306531,0.701396511,0.166897675,0.534498836,0,0,268532,7.0
Kangra,Himachal Pradesh,15.827797199316024,1.044453548,0.966952237,0.077501311,173,58,1693351,4.0
Kannauj,Uttar Pradesh,15.449324962770856,3.637205694,0.028212116,3.608993578,71,7,1938161,21.0
Kanniyakumari,Tamil Nadu,11.01336275465019,0.216023548,0.214453049,0.001570499,50,5,2092603,6.0
Kannur,Kerala,17.10860522742122,3.447996641,1.090489394,2.357507247,153,53,2666656,5.0
Kanpur Dehat,Uttar Pradesh,16.056076897408293,3.309974643,0.222688571,3.087286072,131,4,2010692,16.0
Kanpur Nagar,Uttar Pradesh,16.037032577580113,5.234616541,0.360877047,4.873739494,112,1,4932257,20.0
Kapurthala,Punjab,14.437077915657298,3.634049856,0.260845183,3.373204673,85,2,865875,6.0
Karaikal,Puducherry,7.016885974680272,1.148059852,1.327174677,0.179114825,2,0,220595,5.0
Karauli,Rajasthan,12.785134804609754,0.633480722,0.197979321,0.435501401,10,3,1777972,35.0
Karbi Anglong,Assam,15.362021962889797,1.843407844,0.000151248,1.843256596,66,5,693265,20.0
Kargil,Ladakh,11.688354952761175,0.468179461,0.181839586,0.286339875,46,1,154801,1.0
Karimganj,Assam,17.19490183397846,22.54591712,0.019195636,22.52672148,116,14,1393118,11.0
Karimnagar,Telangana,12.450590881962183,1.016544336,1.029366402,0.012822066,140,1,1113366,7.0
Karnal,Haryana,14.130339778285856,3.351988487,0.003219511,3.348768976,27,7,1700198,6.0
Karur,Tamil Nadu,13.300072728632385,1.785192578,0.062914047,1.722278531,23,4,1234912,7.0
Kasaragod,Kerala,16.122794226826645,3.02140911,0.717632918,2.303776192,108,40,1320168,6.0
Kasganj,Uttar Pradesh,15.10167008257926,11.5492555,0.061598326,11.48765717,45,3,1633713,26.0
Kathua,Jammu & Kashmir,13.453405870231894,1.038752523,0.993134601,0.045617922,112,21,639161,4.0
Katihar,Bihar,17.361725993584006,13.34677951,1.934686307,11.4120932,221,2,3735857,20.0
Katni,Madhya Pradesh,11.376302525668784,1.074565636,0.544194583,0.530371053,10,0,1481656,6.0
Kaushambi,Uttar Pradesh,14.462724521248196,5.838259619,0.615851316,5.222408303,41,1,1981279,21.0
Kendrapara,Odisha,15.214873218557004,23.2512603,4.951021358,18.30023894,57,0,1692082,24.0
Kendujhar,Odisha,15.190476797786722,1.491690841,0.370501647,1.121189194,54,3,2118363,20.0
Khagaria,Bihar,17.067464382639127,12.48011269,0.872843213,11.60726948,166,10,2060105,23.0
Khammam,Telangana,13.876207135960096,0.560077929,0.458663756,0.101414173,177,0,1521069,7.0
Kheda,Gujarat,15.780664183908018,2.857113599,0.01148306,2.845630539,102,6,2023119,15.0
Kheri,Uttar Pradesh,17.48620569437293,7.086100462,0.145950617,6.940149845,146,6,4820329,16.0
Khordha,Odisha,13.849602114839051,3.367308168,1.214771584,2.152536584,28,0,2574912,29.0
Khowai,Tripura,10.896522224413973,0.889218209,0.0,0.889218209,10,1,324410,4.0
Khunti,Jharkhand,10.055094618285557,0.760830841,0.025055895,0.735774946,3,2,661665,2.0
Kinnaur,Himachal Pradesh,15.549731350637837,0.710681995,0.171089112,0.539592883,225,64,87703,5.0
Kiphire,Nagaland,9.05089449050156,1.066560501,0.0,1.066560501,4,0,54731,19.0
Kishanganj,Bihar,15.818143694114555,9.339752372,0.190724422,9.14902795,143,0,2214692,22.0
Kishtwar,Jammu & Kashmir,13.851620129028582,0.405119324,0.12316298,0.281956344,55,29,231938,5.0
Kodagu,Karnataka,14.593232577967798,0.795547476,0.154509876,0.6410376,57,17,575814,6.0
Kodarma,Jharkhand,5.936974084070552,0.4952359,0.493650006,0.001585894,1,0,894355,2.0
Kohima,Nagaland,9.5925154353088,0.321623488,0.0,0.321623488,5,0,311382,6.0
Kokrajhar,Assam,15.045468181811822,2.564133007,0.046972576,2.517160431,71,1,1311786,13.0
Kolar,Karnataka,14.532189534439569,0.261632224,0.109739276,0.151892948,78,21,1625062,8.0
Kolasib,Mizoram,9.878909712173492,1.964392845,0.380323566,1.584069279,7,0,125377,4.0
Kolhapur,Maharashtra,17.133566360241808,1.531674907,0.739128811,0.792546096,258,32,3952672,4.0
Kolkata,West Bengal,15.957336198809111,12.06523072,10.21461453,1.85061619,262,79,2896202,3.0
Kollam,Kerala,14.687865175552338,2.689873614,2.697055096,0.007181482,177,60,2503307,5.0
Kondagaon,Chhattisgarh,7.560307969081454,1.123981488,0.045498909,1.078482579,0,0,656011,7.0
Koppal,Karnataka,14.465288797483144,1.056602421,0.555929835,0.500672586,74,3,1551558,11.0
Koraput,Odisha,15.560269755580746,1.383903026,1.198572767,0.185330259,198,4,1573932,18.0
Korba,Chhattisgarh,9.450878057206763,1.961395836,1.651028381,0.310367455,1,1,1414402,2.0
Koriya,Chhattisgarh,8.59284199242208,0.581343442,0.102575658,0.478767784,1,0,763582,1.0
Kota,Rajasthan,18.28899123555501,2.883610805,0.503964127,2.379646678,206,266,2286428,12.0
Kottayam,Kerala,17.17757331913893,3.699266664,2.178531176,1.520735488,200,90,2015065,5.0
Kozhikode,Kerala,16.80782668073376,1.40055533,0.599372106,0.801183224,181,45,3349063,5.0
Kra Daadi,Arunachal Pradesh,11.01656951844341,1.846265574,0.008415915,1.837849659,7,2,93220,5.0
Krishna,Andhra Pradesh,15.957324083169675,4.604283716,3.894573341,0.709710375,210,1,4751934,8.0
Krishnagiri,Tamil Nadu,13.915616759115895,1.019903242,0.155619892,0.86428335,35,4,2151735,6.0
Kulgam,Jammu & Kashmir,11.544190820352002,0.367091191,0.344100009,0.022991182,49,7,578651,6.0
Kullu,Himachal Pradesh,16.874404330835112,0.26843604,0.052025107,0.216410933,371,205,460044,4.0
Kumuram Bheem Asifabad,Telangana,8.66093849709519,1.762360552,0.6274381,1.134922452,1,0,561927,1.0
Kupwara,Jammu & Kashmir,12.911015617775956,0.534056594,0.014099434,0.51995716,37,2,1053524,5.0
Kurnool,Andhra Pradesh,17.238126513748753,0.793739864,0.504632198,0.289107666,161,108,4618046,7.0
Kurukshetra,Haryana,12.69188176334306,5.505038063,0.003818992,5.501219071,17,0,1080970,7.0
Kurung Kumey,Arunachal Pradesh,11.510044988050431,0.581168345,0.025194178,0.555974167,17,3,77223,4.0
Kushinagar,Uttar Pradesh,14.5257316692209,4.446808531,0.238357002,4.208451529,38,0,4300787,25.0
Lahul & Spiti,Himachal Pradesh,10.96578019019641,0.310107104,0.321979852,0.011872748,58,1,31023,6.0
Lakhimpur,Assam,18.33746571265321,15.4979388,1.049242136,14.44869666,214,39,1161342,9.0
Lakhisarai,Bihar,14.989151061334136,12.2823616,0.192831525,12.08953008,89,0,1174729,25.0
Lakshadweep,Lakshadweep,4.858476899467763,17.42627711,13.42627711,4.0,0,0,60324,7.0
Lalitpur,Uttar Pradesh,12.22704290043755,1.497263878,1.506086959,0.008823081,35,4,1495673,25.0
Latehar,Jharkhand,8.923637897176071,0.573164859,0.027933586,0.545231273,1,0,974550,2.0
Latur,Maharashtra,14.271939876754926,0.559348532,0.350302784,0.209045748,54,6,2795413,4.0
Lawngtlai,Mizoram,11.266585849948353,2.814060532,0.021722019,2.792338513,12,2,149520,3.0
Leh,Ladakh,13.64846403214242,0.46868104,0.486956079,0.018275039,162,30,158993,1.0
Lepa Rada,Arunachal Pradesh,8.713845097816714,0.870628148,0.0,0.870628148,3,1,22468,5.0
Lohardaga,Jharkhand,9.906912664619114,0.868753763,0.077224984,0.791528779,7,0,575951,2.0
Lohit,Arunachal Pradesh,11.565889287647884,2.719050727,0.57149925,2.147551477,14,1,51927,6.0
Longding,Arunachal Pradesh,9.380106398863669,0.638916752,0.0,0.638916752,4,1,60400,5.0
Longleng,Nagaland,6.923534921461172,2.847941427,0.010400483,2.837540944,0,0,30296,7.0
Lower Dibang Valley,Arunachal Pradesh,10.435148428163515,1.560368914,0.162468901,1.397900013,5,1,59491,4.0
Lower Siang,Arunachal Pradesh,9.609839787960246,2.214148435,0.042159747,2.171988688,4,1,19141,5.0
Lower Subansiri,Arunachal Pradesh,10.74706790781616,0.836132857,0.006756278,0.829376579,12,1,99671,5.0
Lucknow,Uttar Pradesh,16.858658560379418,1.996226278,0.00696436,1.989261918,175,10,5804005,17.0
Ludhiana,Punjab,15.295306737527335,4.786805709,0.007473247,4.779332462,70,1,3965684,7.0
Lunglei,Mizoram,11.271881135911611,2.6734292,0.01244799,2.66098121,12,0,188482,4.0
Madhepura,Bihar,15.593342755837629,3.91579591,0.008027921,3.907767989,156,0,2498415,24.0
Madhubani,Bihar,17.604319048943815,3.784620529,0.037751436,3.746869093,216,10,5126077,19.0
Madurai,Tamil Nadu,15.602727307977238,1.022103303,0.009182441,1.012920862,56,54,3384080,7.0
Mahabubabad,Telangana,9.98365424991606,0.514342184,0.26668014,0.247662044,4,0,802801,8.0
Mahabubnagar,Telangana,12.413518304684972,0.520380467,0.103573838,0.416806629,40,0,1071711,6.0
Mahasamund,Chhattisgarh,12.26337002920788,0.960933082,0.333392516,0.627540566,5,56,1179980,4.0
Mahe,Puducherry,4.244484579746598,1.6545,1.410606801,0.243893199,0,0,50846,7.0
Mahendragarh,Haryana,9.834091081145813,0.562223928,0.000562973,0.561660955,2,0,970462,7.0
Mahesana,Gujarat,14.85260955635632,0.776246826,0.08453985,0.691706976,68,3,2169424,26.0
Mahisagar,Gujarat,13.187004050682395,2.501932587,1.803625613,0.698306974,33,1,1041596,25.0
Mahoba,Uttar Pradesh,12.917103678722318,0.539052412,0.300865401,0.238187011,35,1,1077440,26.0
Mahrajganj,Uttar Pradesh,14.2467026717813,3.336576576,0.082956237,3.253620339,36,0,3375140,27.0
Mainpuri,Uttar Pradesh,15.403048909170366,3.043030701,0.0,3.043030701,111,1,2193399,24.0
Majuli,Assam,13.73119882779235,13.12975694,4.888294451,8.241462489,54,1,147155,11.0
Malappuram,Kerala,17.302052893954528,1.938819937,0.260316709,1.678503228,161,50,4458146,5.0
Maldah,West Bengal,18.258130027039368,11.77624381,2.419208171,9.357035639,221,53,4260890,11.0
Malkangiri,Odisha,12.198866393642604,1.711137196,1.784198785,0.073061589,30,0,757865,29.0
Mamit,Mizoram,10.112772397135728,1.381857077,0.0,1.381857077,7,0,138551,3.0
Mancherial,Telangana,9.717544076057568,2.37206874,1.035405769,1.336662971,1,0,750195,10.0
Mandi,Himachal Pradesh,16.145166319236747,0.910437082,0.174020686,0.736416396,187,26,1131583,4.0
Mandla,Madhya Pradesh,11.733446041493288,1.57739714,0.911846658,0.665550482,10,0,1110768,7.0
Mandsaur,Madhya Pradesh,11.601043157916012,1.435703116,1.47147063,0.035767514,27,1,1424619,5.0
Mandya,Karnataka,14.626883248678867,2.146957544,0.730831983,1.416125561,43,4,1886354,10.0
Mansa,Punjab,13.005437411372714,2.763547618,0.004390434,2.759157184,37,0,742955,5.0
Mathura,Uttar Pradesh,16.360129491585603,4.807455013,0.0,4.807455013,115,5,3064227,23.0
Mau,Uttar Pradesh,14.344909064687036,4.820667589,0.274573764,4.546093825,50,0,2493398,24.0
Mayurbhanj,Odisha,15.016612155483823,1.289395367,0.185356663,1.104038704,40,2,2891283,23.0
Medak,Telangana,13.270380934338942,1.038975884,0.130629891,0.908345993,38,1,858985,14.0
Medchal Malkajgiri,Telangana,10.786006196303363,0.338814937,0.108188415,0.230626522,6,1,3917267,15.0
Medinipur West,West Bengal,17.869045637008952,7.838525951,0.025978003,7.812547948,294,10,5510554,10.0
Meerut,Uttar Pradesh,16.977844683490805,3.284379909,0.007909836,3.276470073,213,10,3877321,21.0
Mirpur,Jammu & Kashmir,9.948679414974752,2.033481738,1.696173528,0.33730821,29,0,7110,8.0
Mirzapur,Uttar Pradesh,16.08213687752855,4.158753681,1.473547713,2.685205968,206,0,3135271,21.0
Moga,Punjab,12.249494272419687,2.73145838,0.0,2.73145838,8,1,1027279,6.0
Mokokchung,Nagaland,7.757549146183988,1.200974196,0.0,1.200974196,0,0,168849,7.0
Mon,Nagaland,8.374345913494796,2.746283665,0.00464644,2.741637225,0,0,228717,7.0
Moradabad,Uttar Pradesh,16.170468649462784,3.838687956,0.0,3.838687956,200,1,3696840,22.0
Morbi,Gujarat,13.62129132955512,0.897578925,1.089593543,0.192014618,48,2,1099951,21.0
Morena,Madhya Pradesh,13.939282508437586,3.024035354,0.36602215,2.658013204,57,0,2318601,5.0
Morigaon,Assam,15.894310472731716,15.71118817,2.221938191,13.48924998,81,3,1127394,8.0
Mulugu,Telangana,11.639663312410365,2.920152054,0.667449464,2.25270259,17,0,308187,8.0
Mumbai,Maharashtra,15.096322280834936,0.013175876,0.012175873,0.001000003,1016,437,2831580,3.0
Mumbai Suburban,Maharashtra,12.892295185056971,0.915654785,0.914657543,0.000997242,145,77,10791581,3.0
Mungeli,Chhattisgarh,10.213543018484753,2.354397777,0.519156343,1.835241434,2,4,784748,2.0
Munger,Bihar,16.453027127776114,15.77841256,2.040092021,13.73832054,134,4,1690301,22.0
Murshidabad,West Bengal,18.910883771379428,11.63868869,1.234154397,10.40453429,435,9,8350690,23.0
Muzaffarabad,Jammu & Kashmir,10.252418880453558,0.705240174,0.275433011,0.429807163,29,0,9108,8.0
Muzaffarnagar,Uttar Pradesh,16.43435970342118,1.484914141,0.003804991,1.48110915,146,13,3353539,21.0
Muzaffarpur,Bihar,18.28701590256185,11.95012947,0.19126057,11.7588689,201,18,6144680,19.0
Mysuru,Karnataka,15.49929207355667,1.66900183,1.291071277,0.377930553,75,14,3330925,8.0
Nabarangapur,Odisha,10.296490508721549,0.945022433,0.509433477,0.435588956,3,0,1425811,8.0
Nadia,West Bengal,17.534500094496988,10.67147424,0.744726558,9.926747682,230,3,5440236,24.0
Nagaon,Assam,17.238952599430498,13.62634202,0.20685283,13.41948919,144,5,2348489,8.0
Nagapattinam,Tamil Nadu,15.510547035317163,12.49792911,4.028133598,8.469795512,81,5,1816255,6.0
Nagarkurnool,Telangana,10.02790622304353,2.158570923,0.873611522,1.284959401,1,0,978724,10.0
Nagaur,Rajasthan,13.9140218797126,0.318324761,0.004782392,0.313542369,30,0,3826407,24.0
Nagpur,Maharashtra,18.687113593311008,1.535057736,1.136796464,0.398261272,689,78,5242373,3.0
Nainital,Uttarakhand,14.17404358957349,0.775389314,0.026065252,0.749324062,91,6,1104668,3.0
Nalanda,Bihar,16.16893638177635,17.26579914,0.017069197,17.24872994,108,0,3649192,23.0
Nalbari,Assam,15.551852487901126,8.823179287,2.234621552,6.588557735,130,1,978546,10.0
Nalgonda,Telangana,12.523449573878914,1.110181564,1.121014225,0.010832661,67,2,1795837,8.0
Namakkal,Tamil Nadu,13.186444809565328,0.411626715,0.022086664,0.389540051,29,4,2030160,8.0
Namsai,Arunachal Pradesh,10.56352688594745,4.082402322,0.299110207,3.783292115,4,1,120106,5.0
Nanded,Maharashtra,17.5598713904459,1.586913636,0.436541633,1.150372003,262,34,3861544,4.0
Nandurbar,Maharashtra,14.135883571377343,1.936180535,1.1061674,0.830013135,43,6,2039682,4.0
Narayanpet,Telangana,10.866879335501324,1.584991037,0.815999907,0.76899113,11,0,669576,5.0
Narayanpur,Chhattisgarh,9.55376214188696,0.591873275,0.019401894,0.572471381,6,2,120311,2.0
Narmada,Gujarat,13.624414483992092,5.679248253,2.564251605,3.114996648,47,0,694589,11.0
Narsimhapur,Madhya Pradesh,12.272207128992587,2.214872889,0.238163477,1.976709412,14,0,1275736,7.0
Nashik,Maharashtra,15.8107558547062,0.73876734,0.729292944,0.009474396,158,70,7301954,3.0
Navsari,Gujarat,15.33375021700011,2.899986996,0.636447966,2.26353903,79,6,1457183,21.0
Nawada,Bihar,16.329761098405058,1.840779083,0.079535975,1.761243108,98,23,2765346,25.0
Nayagarh,Odisha,14.147611779485713,4.840654376,0.392848482,4.447805894,36,0,1012257,29.0
Neemuch,Madhya Pradesh,10.664636960132986,1.80618778,1.853193024,0.047005244,14,1,905934,6.0
New Delhi,Delhi,10.399872325032984,0.014199219,0.0,0.014199219,21,20,1064852,3.0
Nicobars,Andaman & Nicobar,4.664727108280096,0.090612489,0.0,0.090612489,0,0,27340,7.0
Nirmal,Telangana,9.97777035268932,2.495939442,1.345821289,1.150118153,2,0,747102,10.0
Niwari,Madhya Pradesh,9.638222930912182,2.347448333,0.208926357,2.138521976,2,0,474884,8.0
Nizamabad,Telangana,13.178789742186606,1.414979667,1.37012829,0.044851377,95,1,1716963,8.0
Noney,Manipur,12.728499352537504,2.73207358,0.05487921,2.67719437,56,18,58122,6.0
North,Delhi,12.505519713351603,1.725427554,0.0,1.725427554,19,9,2128488,3.0
North  & Middle Andaman,Andaman & Nicobar,7.46257473986789,1.3148171,0.0,1.3148171,0,0,101677,1.0
North  District,Sikkim,12.129733510221849,0.608832673,0.545185157,0.063647516,88,16,44583,3.0
North East,Delhi,9.525736278273992,1.464774777,0.0,1.464774777,2,7,1444919,3.0
North Garo Hills,Meghalaya,10.473013602064915,1.505747627,0.0,1.505747627,13,0,191024,5.0
North Goa,Goa,11.69334031962348,4.159637042,2.577757251,1.581879791,7,4,718288,4.0
North Tripura,Tripura,13.425164734923865,1.542869002,0.0,1.542869002,96,1,417050,4.0
