SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
1,ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE)TRIBUTARY OF RIVER SATLUJ,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,31.3725,76.783889,31-01-2021 08:30,,,,,,
2,ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE)TRIBUTARY OF RIVER SATLUJ,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,31.3725,76.783889,13-02-2021 08:30,,,,,,
3,ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE)TRIBUTARY OF RIVER SATLUJ,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,31.3725,76.783889,04-03-2021 08:30,,,,,,
4,AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS WAKENPHATA ROHA RAIGAD,CPCB,22,Chhattisgarh,386,RAIGARH,RAIGARH,-,-,-,-,-,-,-,-,18.519528,73.158106,11-01-2021 08:30,,,,,,
5,AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS WAKENPHATA ROHA RAIGAD,CPCB,22,Chhattisgarh,386,RAIGARH,RAIGARH,-,-,-,-,-,-,-,-,18.519528,73.158106,01-02-2021 08:30,,,,,,
6,AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS WAKENPHATA ROHA RAIGAD,CPCB,22,Chhattisgarh,386,RAIGARH,RAIGARH,-,-,-,-,-,-,-,-,18.519528,73.158106,04-03-2021 08:30,,,,,,
7,ARPA RIVER D/S OF BILASPUR CHHATISGARH.,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,22.069453,82.190639,18-01-2021 08:30,,,,,,
8,ARPA RIVER D/S OF BILASPUR CHHATISGARH.,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,22.069453,82.190639,11-02-2021 08:30,,,,,,
9,ARPA RIVER D/S OF BILASPUR CHHATISGARH.,CPCB,22,Chhattisgarh,375,BILASPUR,GOURELA,-,-,-,-,-,-,-,-,22.069453,82.190639,23-03-2021 08:30,,,,,,
10,BOREWELL/ HANDPUMP IN DHANRAS NTPC KORBA CHHATISGARH.,CPCB,22,Chhattisgarh,383,KORBA,KATGHORA,-,-,-,-,-,-,-,-,22.385857,82.683508,09-04-2021 08:30,3102.0,Clear,,,,
