SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,05-01-2026 19:00,0.7
2,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,09-01-2026 17:00,76.8
3,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,10-01-2026 18:00,0.5
4,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,11-01-2026 23:00,9.2
5,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,12-01-2026 21:00,33.1
6,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,29-01-2026 08:00,92.8
7,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,01-02-2026 02:00,58.2
8,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,04-02-2026 07:00,0.1
9,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,04-02-2026 11:00,82.9
10,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,09-02-2026 07:00,8
11,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,11-02-2026 14:00,76.8
12,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,19-02-2026 07:00,26.4
13,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,23-02-2026 05:00,62.3
14,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,28-03-2026 06:00,6
15,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,29-03-2026 00:00,0.3
16,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,29-03-2026 01:00,0.2
17,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,01-04-2026 19:00,53
18,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,02-04-2026 08:00,1.9
19,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,05-04-2026 12:00,64
20,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,06-04-2026 08:00,38.4
21,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,09-04-2026 04:00,47
22,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,09-04-2026 13:00,36.8
23,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,10-04-2026 18:00,23.8
24,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,11-04-2026 01:00,0.1
25,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,11-04-2026 06:00,64
26,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,17-04-2026 07:00,1.1
27,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,18-04-2026 07:00,6
28,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,19-04-2026 00:00,0.2
29,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,19-04-2026 18:00,29.8
30,AKKIHEBBAL,CWC,29,Karnataka,544,Mandya,KRISHNARAJPET,-,-,Cauvery,Cauvery,Hemavathi,-,-,Hemavathi,12.59861111,76.40055556,21-04-2026 04:00,52.4
