SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,01-01-2026 14:30,0.5
2,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,02-01-2026 10:30,163
3,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,12-01-2026 00:30,144
4,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,12-01-2026 18:30,168.5
5,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,29-01-2026 06:30,192
6,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,03-02-2026 20:30,197
7,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,21-02-2026 03:30,80
8,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,22-02-2026 08:30,488
9,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,01-03-2026 06:30,0.5
10,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,19-03-2026 04:30,0.5
11,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,29-03-2026 06:30,1
12,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,09-04-2026 20:30,10
13,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,10-04-2026 19:30,184
14,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,11-04-2026 18:30,0.5
15,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,11-04-2026 20:30,1.5
16,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,15-04-2026 03:30,0.5
17,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,17-04-2026 17:30,1
18,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,18-04-2026 01:30,0.5
19,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,18-04-2026 02:30,2.5
20,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,18-04-2026 15:00,0.5
21,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,19-04-2026 12:30,1
22,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,24-04-2026 21:30,0.5
23,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,25-04-2026 18:30,99
24,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,28-04-2026 02:30,187
25,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,28-04-2026 15:30,0.5
26,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,29-04-2026 16:30,1
27,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,29-04-2026 18:30,0.5
28,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,30-04-2026 13:30,259.5
29,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,02-05-2026 01:30,1
30,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,12-05-2026 21:30,1.5
31,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,25-05-2026 17:30,0.5
32,Ganeshpura_1,CWC,1,Jammu & Kashmir,1,ANANTNAG,PAHALGAM,-,-,Jhelum,Indus,Lidder,-,-,Lidder,33.90388889,75.28194444,02-06-2026 19:30,348.5
33,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,14-01-2026 23:30,192
34,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,15-01-2026 10:30,36.5
35,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,15-01-2026 12:30,18
36,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,02-02-2026 10:30,156
37,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,10-02-2026 21:30,4
38,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,12-02-2026 20:30,90
39,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,15-02-2026 14:30,257
40,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,19-02-2026 06:30,106
41,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,24-02-2026 13:30,114
42,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,26-02-2026 18:30,48
43,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,28-02-2026 19:30,390
44,Rammunshibagh (near Srinagar),CWC,1,Jammu & Kashmir,13,SRINAGAR,SRINAGAR,-,-,Jhelum,Indus,-,-,-,Jhelum,34.06944444,74.83861111,01-03-2026 16:30,0.5
45,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,01-01-2026 11:30,170
46,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,07-01-2026 12:30,132
47,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,08-01-2026 15:30,10
48,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,15-01-2026 20:30,63
49,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,01-02-2026 10:30,1
50,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,03-02-2026 03:30,0.5
51,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,03-02-2026 08:30,1
52,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,03-02-2026 15:30,154
53,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,03-02-2026 19:30,0.5
54,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,03-02-2026 20:30,1
55,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,04-02-2026 09:30,0.5
56,Safapora,CWC,1,Jammu & Kashmir,623,Bandipora,Hajin,-,-,Jhelum,Indus,-,-,-,Jhelum,34.24611111,74.63250000,06-02-2026 12:30,493.5
