SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,08-01-2021 15:00,0.5
2,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,08-01-2021 20:30,0.5
3,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,09-01-2021 01:00,1
4,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,09-01-2021 02:00,1
5,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,09-01-2021 06:30,1
6,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,09-01-2021 07:30,1
7,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,31-01-2021 07:30,144
8,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,13-03-2021 06:00,0.5
9,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,16-05-2021 23:00,0.5
10,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,17-05-2021 08:00,2
11,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,17-05-2021 18:00,0.5
12,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,03-06-2021 14:00,1
13,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,05-06-2021 13:00,11.5
14,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,06-06-2021 14:00,0.5
15,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,22-06-2021 10:00,58
16,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,22-06-2021 11:00,36
17,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,23-06-2021 08:00,0.5
18,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,23-06-2021 09:00,0.5
19,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,23-06-2021 10:00,0.5
20,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,27-06-2021 09:00,5
21,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,27-06-2021 10:00,1
22,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,28-06-2021 12:00,0.5
23,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,28-06-2021 13:00,2.5
24,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,13-07-2021 13:00,0.5
25,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,15-07-2021 13:00,2
26,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,18-07-2021 12:00,2
27,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,19-07-2021 23:00,3
28,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,20-07-2021 00:00,17
29,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,20-07-2021 01:00,2
30,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,20-07-2021 02:00,2
31,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,20-07-2021 03:00,0.5
32,Annamayya,CWC,36,Telangana,501,ADILABAD,ADILABAD,-,-,-,-,-,-,-,-,,,20-07-2021 16:00,9
