SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,10-01-2026 17:30,192
2,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,13-01-2026 03:30,36
3,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,06-04-2026 22:30,3
4,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,06-04-2026 23:30,0.5
5,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,30-04-2026 03:30,5.5
6,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,01-05-2026 12:30,12
7,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,01-05-2026 13:30,9.5
8,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,01-05-2026 14:30,2.5
9,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,01-05-2026 15:30,0.5
10,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,01-05-2026 23:30,3.5
11,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,03-05-2026 02:30,0.5
12,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,03-05-2026 09:30,2.5
13,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,14-05-2026 20:30,0.5
14,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,27-05-2026 02:30,0.5
15,AMADALAVALASA.,CWC,28,Andhra Pradesh,519,SRIKAKULAM,AMUDALAVALASA,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.41000000,83.40000000,31-05-2026 02:30,4
16,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,30-01-2026 11:00,128
17,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,30-01-2026 12:00,128
18,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,20-02-2026 00:00,160
19,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,20-02-2026 01:00,160
20,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,16-04-2026 12:00,3.5
21,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,18-04-2026 15:30,291.5
22,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,18-04-2026 16:30,291.5
23,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 10:00,247
24,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 11:00,139.5
25,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 12:00,255.5
26,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 13:00,511.5
27,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 14:00,511.5
28,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 15:00,255.5
29,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 20:00,509
30,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 21:00,255.5
31,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 22:00,511.5
32,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,17-04-2026 23:00,511.5
33,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,18-04-2026 00:00,255.5
34,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,18-04-2026 01:00,255.5
35,Buggaagraharam,CWC,28,Andhra Pradesh,503,CHITTOOR,NAGALAPURAM,-,-,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,Nagari,-,Nagari,Nagari,13.33638889,79.59805556,18-04-2026 02:00,255.5
36,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,05-01-2026 13:00,258
37,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,03-02-2026 16:00,196
38,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,03-02-2026 17:00,4.5
39,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,07-02-2026 18:00,2
40,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,08-02-2026 14:00,216
41,Doddipadu,CWC,28,Andhra Pradesh,511,KURNOOL,KALLUR,-,-,Krishna,Krishna,Hundri,-,-,Hundri,15.74000000,78.00805556,09-02-2026 20:00,77
