SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,04-01-2026 09:30,60
2,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,01-02-2026 12:30,54
3,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,09-02-2026 09:30,252
4,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,25-02-2026 22:30,3
5,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,18-03-2026 22:30,0.5
6,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,19-03-2026 04:30,45.5
7,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,23-03-2026 04:30,23
8,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,23-03-2026 23:30,1
9,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,24-03-2026 00:30,1
10,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,24-03-2026 01:30,1
11,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,24-03-2026 03:30,1
12,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,24-03-2026 16:30,4.5
13,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,24-03-2026 22:30,26
14,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,25-03-2026 01:30,26
15,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,25-03-2026 02:30,26
16,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,25-03-2026 03:30,26
17,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,25-03-2026 04:30,26
18,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 02:30,15
19,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 07:30,2.5
20,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 08:30,2.5
21,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 09:30,0.5
22,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 10:30,0.5
23,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 14:30,0.5
24,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 18:30,0.5
25,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 22:30,0.5
26,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,26-03-2026 23:30,0.5
27,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,27-03-2026 01:30,0.5
28,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,27-03-2026 04:30,1.5
29,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,27-03-2026 22:30,1
30,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,27-03-2026 23:30,0.5
31,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,28-03-2026 00:30,4
32,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,28-03-2026 01:30,5
33,CHEL,CWC,19,West Bengal,314,JALPAIGURI,MAL,-,-,Brahmaputra,Brahmaputra,Teesta,Chel,-,Chel,26.86250000,88.63611111,28-03-2026 04:30,5.5
